artistID	category	artist_category
4541	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Folk', 'Folk', 'Other', 'Soundtrack', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Punk', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Rock', 'Other', 'Rock', 'Punk', 'Other', 'Hip-Hop', 'Other', 'Other', 'Other', 'Other', 'World', 'Other', 'Other']	Rock
4542	['Country', 'Other', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Country', 'Other', 'Other', 'Other']	Country
4543	['Other', 'Other', 'Folk', 'Country', 'Country', 'Country', 'Country', 'Country', 'Country', 'Country', 'Other', 'Folk', 'Other', 'Other', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Country', 'Folk', 'Folk', 'Folk', 'Country', 'Rock', 'Other', 'Other', 'Other', 'Other']	Country
4544	['Other', 'Country']	Country
4545	['Other', 'Other', 'Other', 'Folk', 'Folk', 'Country', 'Country', 'Country', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Country', 'Country', 'Country', 'Folk', 'Country', 'Other']	Country
4548	['Rock', 'Other', 'Other']	Rock
4549	['Metal', 'Rock', 'Rock', 'Rock', 'Other', 'Folk', 'Punk']	Rock
4550	['Other', 'Other', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Punk', 'Metal', 'Metal', 'Metal', 'Other']	Soundtrack
4551	['Pop', 'Pop', 'Pop']	Pop
4552	['R&B', 'Other']	R&B
4553	['Hip-Hop', 'Other', 'Other', 'Other']	Hip-Hop
4554	['Pop', 'Other', 'Other', 'Other']	Pop
4555	['Pop', 'Pop']	Pop
4556	['Pop', 'Other', 'Other', 'Other']	Pop
4557	['R&B']	R&B
4558	['Other', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other']	Pop
4559	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
4560	['Pop', 'Pop', 'Pop', 'Other', 'R&B', 'Other', 'Other', 'Other', 'Other']	Pop
4561	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Electronic', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Other', 'Electronic', 'Other', 'New Age', 'Electronic', 'Classical', 'Other', 'Electronic']	Electronic
4562	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Hip-Hop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
4563	['Pop', 'Other', 'Electronic']	Pop
4564	['Electronic', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Electronic', 'Other']	Hip-Hop
4565	['Pop', 'Pop', 'Pop', 'Other', 'Rock', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Reggae', 'Other', 'Reggae', 'Other', 'Other']	Pop
4566	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Rock', 'R&B', 'R&B', 'Electronic', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'Country', 'Other', 'Other', 'Other', 'Other', 'Latin', 'Other', 'Other', 'Other', 'Other', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Hip-Hop', 'Other', 'Other']	R&B
4567	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Other', 'Other']	Rock
4568	['Pop', 'Rock', 'Rock', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Reggae', 'Other']	Pop
4569	['Hip-Hop', 'Other', 'Other']	Hip-Hop
4570	['Electronic', 'Electronic', 'Experimental', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Punk', 'Other', 'Other', 'Reggae', 'Other', 'Reggae']	Rock
4571	['Other', 'Folk', 'R&B', 'Other', 'R&B', 'Other']	R&B
4572	['Metal', 'Metal', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Folk', 'Other', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Other']	Rock
4573	['Pop', 'Other']	Pop
4574	['Other', 'Other', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Jazz', 'Jazz', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'R&B', 'Other']	Pop
4575	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Rock', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Metal', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
4576	['Pop', 'Other', 'Other']	Pop
4580	['Other']	Other
4581	['Other', 'Other', 'Other']	Other
4582	['Pop', 'Pop', 'Other', 'Other', 'Classical', 'Pop', 'Blues', 'Other']	Pop
4583	['Other', 'Rock', 'Electronic']	Rock
4585	['Other', 'Hip-Hop', 'Hip-Hop', 'Other', 'Hip-Hop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Hip-Hop', 'Other', 'Other']	Hip-Hop
4586	['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Other', 'Other', 'Other']	Hip-Hop
4587	['Pop', 'Rock', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Rock', 'Other', 'Other']	Electronic
4589	['Electronic', 'Electronic']	Electronic
4590	['R&B', 'Hip-Hop', 'Electronic']	R&B
4592	['Other']	Other
4595	['Rock', 'Rock', 'Other']	Rock
4596	['Other', 'Other']	Other
4598	['Other', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Folk', 'Other', 'Classical', 'Classical', 'Jazz', 'Jazz', 'Other', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Hip-Hop', 'Other']	Hip-Hop
4599	['Classical']	Classical
4600	['Pop', 'Rock', 'Rock', 'Rock', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other']	Rock
4601	['Electronic']	Electronic
4603	['Hip-Hop', 'Other', 'Hip-Hop', 'Other']	Hip-Hop
4604	['Metal']	Metal
4605	['Metal', 'Metal', 'Other', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal']	Metal
4607	['Rock', 'Metal', 'Other']	Rock
4608	['Metal', 'Other', 'Other', 'Folk', 'Metal', 'Metal', 'Metal', 'Metal']	Metal
4609	['Electronic', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Pop', 'Other', 'Other', 'Pop', 'Other', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Latin', 'Latin', 'Latin', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Classical', 'Rock', 'Other', 'Latin', 'Other', 'Other', 'Other', 'Other']	Rock
4610	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Other']	Metal
4611	['Metal', 'Metal', 'Other', 'Other', 'Other', 'Metal', 'Metal']	Metal
4612	['Other']	Other
4613	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Other', 'Metal']	Metal
4615	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other']	Metal
4616	['Other', 'Pop', 'Rock', 'Jazz', 'Jazz', 'Jazz', 'Jazz', 'Jazz', 'Jazz', 'Jazz', 'Electronic', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Soundtrack', 'Folk', 'Country', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Jazz', 'Folk', 'Other', 'Other', 'R&B', 'Other', 'Classical', 'Classical', 'Classical', 'Classical', 'Classical', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Jazz
4617	['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'R&B', 'R&B', 'Other', 'Other']	Hip-Hop
4618	['Other', 'Other', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Folk
4619	['R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'R&B', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'R&B', 'Other', 'Other', 'Other', 'R&B']	R&B
4620	['Rock', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Folk
4621	['Electronic', 'Electronic', 'Other', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other']	Electronic
4622	['Pop', 'Pop', 'Pop', 'Rock', 'Rock', 'Rock', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Rock', 'Other', 'Pop', 'Other', 'Other', 'Other']	Pop
4623	['Metal']	Metal
4625	['Experimental', 'Experimental', 'Rock', 'Rock', 'Jazz', 'Other', 'Other', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Experimental
4626	['Rock', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
4627	['Electronic', 'Experimental', 'Rock', 'Jazz', 'Punk', 'Soundtrack', 'Electronic', 'Other', 'Blues', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Electronic
4628	['Pop', 'Rock', 'Rock', 'R&B', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other']	Rock
4629	['Rock', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
4630	['Rock', 'Jazz', 'R&B', 'Punk', 'Other', 'Blues', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other']	Rock
4631	['Rock', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Experimental', 'Other']	Rock
4632	['Experimental', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Other', 'Other', 'Rock', 'Other']	Rock
4633	['Rock', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'Other', 'Other']	R&B
4634	['Other', 'Other', 'Classical', 'Other']	Classical
4636	['Experimental', 'Experimental', 'Experimental', 'Experimental', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Other', 'R&B', 'Other', 'Other']	Experimental
4638	['Pop', 'Rock', 'Other', 'Classical']	Pop
4639	['Other', 'R&B', 'Other', 'Other', 'Other', 'Other']	R&B
4647	['Experimental']	Experimental
4648	['Experimental', 'Other', 'Other']	Experimental
4649	['Electronic', 'Other', 'Experimental', 'Folk', 'Folk', 'Other', 'Other']	Folk
4651	['Other']	Other
4652	['Jazz', 'Other']	Jazz
4662	['Other', 'Other']	Other
4666	['Experimental', 'Experimental', 'Experimental', 'Other', 'Jazz', 'Other', 'Other', 'Other', 'Other']	Experimental
4668	['Metal', 'Metal']	Metal
4669	['Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Other', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Metal
4670	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Rock', 'Metal', 'Metal']	Metal
4671	['Metal', 'Metal', 'Rock', 'Metal', 'Metal']	Metal
4673	['Metal', 'Metal']	Metal
4674	['Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other']	Electronic
4675	['Rock', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Rock', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other']	Rock
4676	['Other', 'Other', 'Other', 'Other']	Other
4677	['Rock', 'Punk', 'Punk']	Punk
4678	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other']	Metal
4679	['Metal', 'Metal']	Metal
4680	['Metal', 'Metal', 'Rock', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal']	Metal
4681	['Metal', 'Metal', 'Metal', 'Metal', 'Rock', 'Electronic', 'Rock', 'Rock', 'Electronic', 'Other', 'Rock', 'Metal', 'Metal']	Metal
4686	['Pop', 'Pop', 'Rock', 'World', 'World', 'Other', 'Other', 'World', 'Other', 'Other', 'Other', 'Other', 'Other']	World
4687	['Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Other', 'Other']	Pop
4688	['Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Classical', 'Other', 'Pop', 'Other', 'Other', 'Other']	Pop
4690	['Metal', 'Metal', 'Metal', 'Rock', 'Rock', 'Other']	Metal
4691	['Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Metal', 'Other', 'Other']	Metal
4692	['Metal', 'Metal', 'Metal', 'Metal', 'Other']	Metal
4695	['Metal', 'Experimental', 'Experimental', 'Metal', 'Metal']	Metal
4696	['Rock', 'Hip-Hop', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Hip-Hop', 'Other', 'Other', 'Other', 'Hip-Hop', 'Other']	Hip-Hop
4697	['Pop', 'Pop', 'Latin', 'Other', 'Latin', 'Other']	Pop
4700	['Punk', 'Metal', 'Other', 'Pop', 'Other', 'Soundtrack']	Punk
4701	['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']	Hip-Hop
4702	['Pop', 'Other', 'Other', 'Other', 'Other', 'Latin', 'Other', 'Latin', 'Other']	Latin
4703	['Other']	Other
4704	['Other', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Experimental', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Rock', 'Pop', 'Pop', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Electronic', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Electronic', 'Electronic', 'Pop', 'Other', 'Other', 'Other', 'Jazz', 'Other', 'Other', 'Electronic', 'Soundtrack', 'Other', 'Other', 'Other', 'Other']	Pop
4705	['Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'R&B', 'Soundtrack', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
4706	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Rock', 'R&B', 'R&B', 'R&B', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'R&B', 'R&B', 'Other', 'Other', 'Other']	Electronic
4707	['Electronic', 'Electronic', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Jazz', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Folk', 'Folk', 'R&B', 'R&B', 'Other', 'Pop', 'Other', 'Other', 'Other', 'Other', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
4708	['Pop', 'Pop', 'Folk', 'Folk', 'Folk', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Other']	Folk
4709	['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Latin', 'Other', 'Other', 'Other', 'Other', 'Other']	Latin
4710	['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Folk', 'Folk', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'Folk', 'Other', 'Other', 'Classical', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'R&B', 'Other', 'Other', 'R&B', 'R&B', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	R&B
4711	['Folk', 'Folk', 'R&B', 'R&B', 'Other', 'R&B']	R&B
4712	['Pop', 'Other', 'Religious']	Pop
4713	['Pop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Other', 'R&B', 'R&B', 'Other', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other']	R&B
4714	['Other']	Other
4716	['Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Classical', 'Latin', 'Latin', 'Latin', 'Latin', 'Other', 'Other', 'Other', 'Other', 'World', 'Other']	Latin
4717	['Other', 'Other', 'Other', 'Other']	Other
4719	['Other', 'R&B']	R&B
4720	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other']	Electronic
4721	['Rock', 'Other']	Rock
4723	['Electronic', 'Electronic', 'Experimental', 'Experimental', 'Experimental', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Electronic
4724	['Punk', 'Rock', 'Rock', 'Other', 'Other', 'Punk', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
4725	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Electronic', 'Electronic', 'Other', 'Other', 'Other']	Electronic
4726	['Electronic', 'Other', 'Other', 'Other', 'Other']	Electronic
4727	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other']	Electronic
4728	['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Electronic', 'Other', 'Electronic', 'Electronic', 'Soundtrack', 'Other', 'Other', 'Other']	Electronic
4729	['Electronic', 'Electronic']	Electronic
4731	['Other', 'Rock', 'Other', 'Electronic', 'Other']	Rock
4732	['Other', 'Pop', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Hip-Hop', 'Experimental', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Pop', 'Rock', 'Rock', 'Rock', 'Rock', 'Electronic', 'Other', 'Other', 'Electronic', 'Pop', 'Other', 'Folk', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'R&B', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Classical', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Pop', 'Electronic', 'Other', 'Other', 'Electronic', 'Other']	Electronic
4733	['Electronic', 'Electronic', 'Pop', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Electronic
4734	['Other', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Classical', 'Classical', 'Classical', 'Classical', 'Classical', 'Classical', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Other', 'Other', 'Electronic', 'Electronic', 'Electronic', 'Other']	Electronic
4735	['Other', 'New Age', 'Other', 'Experimental', 'Electronic', 'Hip-Hop', 'Pop', 'Pop', 'Pop', 'Rock', 'Rock', 'Rock', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Pop', 'Other', 'Electronic', 'Other', 'Other', 'Other', 'Jazz', 'Other', 'Electronic', 'Other']	Electronic
4736	['Other', 'Pop', 'Other', 'Pop', 'Other']	Pop
4737	['Rock', 'Rock', 'Other']	Rock
4738	['Rock']	Rock
4739	['Rock']	Rock
4740	['Rock', 'Rock', 'Rock', 'Religious', 'Rock']	Rock
4741	['Punk', 'Punk', 'Other', 'Other']	Punk
4742	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Pop', 'Pop', 'Jazz', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
4745	['Religious', 'Religious', 'Religious', 'Religious', 'Other']	Religious
4746	['Rock', 'Rock', 'Rock', 'Religious', 'Religious', 'Religious', 'Religious', 'Other']	Religious
4747	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Religious', 'Religious', 'Religious', 'Religious', 'Religious', 'Other', 'Religious', 'Religious', 'Religious', 'Religious', 'Religious', 'Other', 'Other', 'Other', 'Religious', 'Other', 'Other', 'Other']	Religious
4750	['Rock', 'Other', 'Religious', 'Religious', 'Other', 'Religious', 'Religious', 'Other', 'Other', 'Other']	Religious
4751	['Rock']	Rock
4753	['Rock', 'Rock']	Rock
4756	['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Punk', 'Punk', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Rock
4758	['Folk', 'Other', 'Other']	Folk
4759	['Other']	Other
4761	['Religious', 'Religious', 'Religious', 'Religious', 'Other', 'Religious', 'Religious', 'Other', 'Other', 'Other', 'Other']	Religious
4762	['Rock', 'Rock', 'Punk', 'Punk', 'Other', 'Other']	Rock
4763	['Experimental', 'Other']	Experimental
4767	['Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Pop
4768	['Electronic', 'Pop', 'Pop', 'Pop', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Electronic', 'Electronic', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'R&B', 'R&B', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Electronic
4769	['Pop', 'Pop', 'Pop', 'Other', 'Other']	Pop
4770	['Other']	Other
4771	['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']	Other
4772	['Punk', 'Other']	Punk
4773	['Rock', 'Rock', 'Pop', 'Pop', 'Other', 'Other', 'Other', 'Other', 'Religious', 'Religious', 'Religious', 'Religious', 'Other', 'Other', 'Other', 'Religious', 'Other']	Religious
4774	['Other', 'Other', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Soundtrack', 'Metal']	Soundtrack
4775	['Electronic', 'Electronic', 'Rock', 'Electronic']	Electronic
4778	['Rock']	Rock
4779	['Rock', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Other', 'Hip-Hop']	Hip-Hop
4780	['Folk', 'Folk', 'Rock', 'Rock', 'Folk', 'Folk', 'Other', 'Other', 'Other', 'Other', 'Folk']	Folk
4781	['Experimental', 'Other', 'Metal', 'Metal', 'Metal', 'Experimental', 'Other']	Metal
4782	['Other', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Other']	Rock
4783	['Experimental', 'Other', 'Other', 'Other']	Experimental
4784	['Rock', 'Rock', 'Other', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Rock', 'Rock', 'Other', 'Other', 'Other']	Rock
4785	['Rock', 'Rock', 'Soundtrack', 'Other', 'Other', 'Other', 'Other', 'Other', 'Rock', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Jazz', 'Other', 'Other', 'Rock', 'Rock', 'Other', 'Other', 'Other', 'Pop', 'Pop', 'Other', 'Other']	Rock
4786	['Hip-Hop', 'Other', 'Hip-Hop']	Hip-Hop
